rxn	fpkm
THIORDXi	12.8785
UGLT	12.9371
BMOCOS	12.9566
GMHEPPA	13.0279
DHAPT	13.039
UAPGR	13.0727
NTPP3	13.0981
3PEPTabcpp	13.1022
TDPDRE	13.1793
DKGLCNR1	13.1944
G3PD2	13.2871
THRt2pp	13.3032
PGM	13.4054
TKT1	13.4167
GLCDpp	13.4338
NTPP3	13.6554
ALAR	13.7007
PRPPS	13.7306
CMtpp	13.7939
TGBPA	13.8362
CPMPS	13.8439
CUt2pp	13.8515
ASPTA	13.8968
NTRIR2x	14.0197
LIPOCT	14.0304
DHDPRy	14.0821
FBA	14.1633
TDPGDH	14.1991
NADHPO	14.2263
PDE1	14.253
UDCPDPS	14.2723
G1PTT	14.2822
LIPATPT	14.325
CD2t3pp	14.4193
TDSK	14.5095
DTMPK	14.6061
FEROpp	14.6952
PPGPPDP	14.8192
DSERt2pp	14.8299
ATHRDHr	14.8696
PPC	14.9212
NADPHQR2	14.9869
PYDXPP	15.0583
ARGSS	15.1123
CCGS	15.1361
PDH	15.1777
THRt4pp	15.2419
2HPTCOAT	15.367
SUCOAS	15.3819
PPBNGS	15.3918
PYDXNK	15.4257
VPAMTr	15.4285
EDTXS2	15.491
GLNabcpp	15.642
ADSK	15.6964
GLNabcpp	15.7566
KDOPP	15.8674
DDPA	15.9334
LIPAabctex	16.1005
SARCOX	16.1059
Kabcpp	16.1207
AGt3	16.169
FBP	16.256
PGPP140pp	16.4129
PTRCabcpp	16.4219
ALAALAr	16.4601
PYK	16.6213
OMPHHXy	16.6257
FE2t2pp	16.7035
CHLt2pp	16.742
OMMBLHXy	16.8035
UAGDP	16.8609
GTPDPDP	16.9393
GALKr	16.9667
RBFSb	16.9752
LIPAabctex	17.0339
AMPTASECG	17.0354
ARGabcpp	17.0362
PSD160	17.0412
PIt2rpp	17.1752
DSBAO1	17.2025
PCNO	17.2338
UAGCVT	17.3535
E4PD	17.3567
Ftpp	17.3882
UPPRT	17.4122
ADPT	17.5128
NADS1	17.5756
PGAMT	17.6903
CYSSADS	17.6924
Kabcpp	17.8567
CYSDDS	17.8587
PGSA180	17.892
GLUCYS	17.9113
CYStpp	18.0149
ADA	18.0158
FORtppi	18.1209
ZN2tpp	18.1745
UM4PL	18.1763
CHORS	18.2296
LIPAabcpp	18.6351
UDPG4E	18.706
POR5	18.7896
ILETA	19.0182
ACGAptspp	19.0282
DHFS	19.0509
PERD	19.1064
EDTXS3	19.176
KAS14	19.2931
HEPT4	19.3714
UDPGALM	19.4578
A5PISO	19.6515
AI2K	19.6716
G1PP	19.6858
G3PD5	19.7485
HXPRT	20.0806
ACCOAC	20.1257
NADH9	20.1859
ACP1_FMN	20.2067
NDPK5	20.234
GLUt4pp	20.2564
NAMNPP	20.2599
ADCL	20.3761
AM4PCP	20.4379
GLUTRS	20.4574
PSSA140	20.536
NNDMBRT	20.6357
RBFSa	20.6749
NTP10	20.7836
ALATA_L2	20.9045
SULabcpp	20.9241
SERD_L	20.9407
ACOATA	20.9553
ARGDCpp	21.4286
AMPTASECG	21.4392
ZNabcpp	21.5198
THRD	21.5586
TRPS2	21.6464
FALDH2	21.6527
AMPTASECG	21.9096
CYTD	21.9385
AGM4PA	22.024
MPTAT	22.2698
NMNPtpp	22.3069
OMBZLM	22.3614
CHOLD	22.3616
AKGDH	22.4508
OHPBAT	22.5146
PGMT	22.624
DHQS	22.65
SDPDS	22.747
NAt3_1p5pp	22.8928
NI2tpp	23.1665
NAt3_2pp	23.2283
EDTXS1	23.2656
ACONTb	23.4103
S2FE2ST	23.4886
MALTATr	23.5761
FADRx	23.6692
LEUabcpp	23.6852
ACHBS	23.7448
Kt3pp	23.8707
TDPDRR	24.0964
FTHFD	24.2415
GTPCII2	24.3114
GLYCLTDx	24.4231
I4FE4SR	24.4345
PYNP2r	24.4988
FRD2	24.8356
GLYAT	24.9967
THD2pp	25.0096
NTP3	25.031
G6PDH2r	25.0956
LPLIPAL1G141pp	25.2014
MDDCP1pp	25.3028
LIPAabctex	25.3604
GTHOr	25.4185
AP4AS	26.2539
PGM	26.2651
LIPAabctex	26.2932
S7PI	26.5972
SHK3Dr	26.6734
ADPRDP	26.8147
THD2pp	26.8151
RBFK	26.8548
ADNCYC	26.9044
UDCPDP	27.2397
MCOATA	27.2499
DSBAO1	27.3556
CHORM	27.4102
MOHMT	27.6055
METSOXR1	27.6392
MTHFC	27.6575
LDH_D2	27.914
GALM2pp	27.9841
DSBCGT	28.07
O16GALFT	28.1425
AP4AS	28.3505
AHCYSNS	28.3753
CYTBO3_4pp	28.8076
CS	28.9344
PGL	28.9587
THRabcpp	28.9731
HYD2pp	29.1484
GLUTRR	29.3574
CYANST	29.691
NDPK5	29.6997
GLYCL	29.8966
LIPAabctex	29.9562
SSALx	30.3489
3OAR121	30.998
BETALDHx	31.0521
SPMDAT1	31.229
LIPAabctex	31.4263
RNTR1c2	31.4655
FEENTERtex	31.8972
NADH16pp	31.9906
ASPTA	32.2584
GTHS	32.3948
AMPTASECG	33.6757
PFK_3	33.7912
CTPS2	33.9887
PPA	34.4837
GTPCI	34.6978
AGMHE	34.8878
SULabcpp	34.9709
FRD2	34.9865
EAR141y	35.1077
DB4PS	35.1599
MOADSUx	35.7688
APRAUR	36.2693
CMtpp	36.6901
ADCL	36.923
SADT2	37.0449
ACONTb	37.4886
FBP	37.7352
TRE6PP	38.4806
GMPS2	38.5447
GLYOX3	38.9204
DCTPD	38.9837
DHPTPE	39.3859
ACCOAC	39.4774
SELNPS	39.6887
ENO	39.9248
PFK	40.0734
THDPS	40.0863
G1SAT	40.0881
PPM	40.5378
ACCOAC	40.6259
SHKK	40.6346
CYSS	41.1713
PAPSR2	41.2931
OPHBDC	41.3513
SFGTHi	41.5336
GND	41.5621
PYK	42.3147
DMQMT	42.4814
