,GeneID,Function,OrganismID
36,-,HmcA,Candidatus Desulfofervidus auxilli
37,-,HmcA,HotSeep1 E37
38,-,HmcA,HotSeep1 E50
39,-,HmcA,Seep-SRB1g_Ga0402010_bin2
40,-,HmcA,Seep-SRB1g_Ga0402030_bin2
41,-,HmcA,Seep-SRB1a_Ga0402057_bin2
42,-,HmcA,Seep-SRB1a_Ga0402054_bin3
43,-,HmcA,Seep-SRB1a_Ga0402080_bin2
44,-,HmcC,Desulfobacterales_sp._PC51MH44
45,"OEU65005.1, OEU67173.1",HmcC,Desulfobacterales_sp._S5133MH16
46,-,HmcC,Desulfosarcina_sp._BuS5
47,2512526946,HmcC,Desulfococcus_biacutus_KMRActS
48,2502442174,HmcC,Desulfonema_limicola_Jadebusen_DSM_2076
49,-,HmcC,Desulfosarcina_variabilis_Montpellier
50,2524232591,HmcC,Desulfatirhabdium_butyrativorans_DSM_18734
51,-,HmcC,Desulfobacter_postgatei_2ac9
52,2524511881,HmcC,Desulfobacula_toluolica_Tol2
53,2523439071,HmcC,Desulforegula_conservatrix_Mb1Pa_DSM_13527
54,2503698081,HmcC,Desulfococcus_oleovorans_Hxd3
55,-,HmcC,Desulfatibacillum_aliphaticivorans_DSM_15576_
56,-,HmcC,Desulfatibacillum_alkenivorans_DSM_16219
57,-,HmcC,Desulfobacterium_anilini_DSM_4660
58,-,HmcC,Desulfobacca_acetoxidans_ASRB2_DSM_11109
59,-,HmcC,Desulfocapsa_sulfexigens_DSM_10523
60,-,HmcC,Desulfobulbus_propionicus_1pr3_DSM_2032
61,-,HmcC,Desulfobulbus_elongatus_DSM_2908
62,-,HmcC,Desulfobulbus_mediterraneus_DSM_13871
63,2541189012,HmcC,Desulfocurvus_vexinensis_DSM_17965
64,2646273962,HmcC,Desulfovibrio_vulgaris_RCH1
65,2595078330,HmcC,Desulfonatronum_thioautotrophicum_ASO4_1
66,2524273891,HmcC,Desulfomicrobium_escambiense_DSM_10707
67,-,HmcC,Shewanella_oneidensis_MR_1
68,-,HmcC,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
69,-,HmcC,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
70,-,HmcC,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
71,-,HmcC,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
72,,HmcC,Desulfococcus_sp._C00003104
73,-,HmcC,Desulfococcus_sp._C00003106
74,-,HmcC,Desulfococcus_sp._Cons3730e01UFb1
75,-,HmcC,Desulfobulbaceae_bacterium_C00003063
76,-,HmcC,Desulfobulbaceae_bacterium_S3730MH12
77,-,HmcC,Desulfobulbaceae_bacterium_S5133MH15
78,-,HmcC,E20 SRB2
79,-,HmcC,G37 SRB2
80,-,HmcC,Candidatus Desulfofervidus auxilli
81,-,HmcC,HotSeep1 E37
82,-,HmcC,HotSeep1 E50
83,-,HmcC,Seep-SRB1g_Ga0402010_bin2
84,-,HmcC,Seep-SRB1g_Ga0402030_bin2
85,-,HmcC,Seep-SRB1a_Ga0402057_bin2
86,-,HmcC,Seep-SRB1a_Ga0402054_bin3
87,-,HmcC,Seep-SRB1a_Ga0402080_bin2
88,,HmcE,Desulfobacterales_sp._PC51MH44
89,"OEU65006.1, OEU67174.1",HmcE,Desulfobacterales_sp._S5133MH16
90,,HmcE,Desulfosarcina_sp._BuS5
91,2512526944,HmcE,Desulfococcus_biacutus_KMRActS
92,2502442171,HmcE,Desulfonema_limicola_Jadebusen_DSM_2076
93,-,HmcE,Desulfosarcina_variabilis_Montpellier
94,2524232693,HmcE,Desulfatirhabdium_butyrativorans_DSM_18734
95,-,HmcE,Desulfobacter_postgatei_2ac9
96,2524511879,HmcE,Desulfobacula_toluolica_Tol2
97,2523439069,HmcE,Desulforegula_conservatrix_Mb1Pa_DSM_13527
98,2503698083,HmcE,Desulfococcus_oleovorans_Hxd3
99,,HmcE,Desulfatibacillum_aliphaticivorans_DSM_15576_
100,,HmcE,Desulfatibacillum_alkenivorans_DSM_16219
101,,HmcE,Desulfobacterium_anilini_DSM_4660
102,,HmcE,Desulfobacca_acetoxidans_ASRB2_DSM_11109
103,,HmcE,Desulfocapsa_sulfexigens_DSM_10523
104,,HmcE,Desulfobulbus_propionicus_1pr3_DSM_2032
105,,HmcE,Desulfobulbus_elongatus_DSM_2908
106,,HmcE,Desulfobulbus_mediterraneus_DSM_13871
107,2541189010,HmcE,Desulfocurvus_vexinensis_DSM_17965
108,2646273960,HmcE,Desulfovibrio_vulgaris_RCH1
109,,HmcE,Desulfonatronum_thioautotrophicum_ASO4_1
110,,HmcE,Desulfomicrobium_escambiense_DSM_10707
111,,HmcE,Shewanella_oneidensis_MR_1
112,,HmcE,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
113,,HmcE,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
114,,HmcE,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
115,OEU44649.1,HmcE,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
116,,HmcE,Desulfococcus_sp._C00003104
117,,HmcE,Desulfococcus_sp._C00003106
118,,HmcE,Desulfococcus_sp._Cons3730e01UFb1
119,,HmcE,Desulfobulbaceae_bacterium_C00003063
120,,HmcE,Desulfobulbaceae_bacterium_S3730MH12
121,,HmcE,Desulfobulbaceae_bacterium_S5133MH15
122,,HmcE,E20 SRB2
123,,HmcE,G37 SRB2
124,-,HmcE,Candidatus Desulfofervidus auxilli
125,-,HmcE,HotSeep1 E37
126,-,HmcE,HotSeep1 E50
127,-,HmcE,Seep-SRB1g_Ga0402010_bin2
128,-,HmcE,Seep-SRB1g_Ga0402030_bin2
129,-,HmcE,Seep-SRB1a_Ga0402057_bin2
130,-,HmcE,Seep-SRB1a_Ga0402054_bin3
131,-,HmcE,Seep-SRB1a_Ga0402080_bin2
132,,HmcF,Desulfobacterales_sp._PC51MH44
133,"OEU65007.1, OEU67175.1",HmcF,Desulfobacterales_sp._S5133MH16
134,,HmcF,Desulfosarcina_sp._BuS5
135,2512526943,HmcF,Desulfococcus_biacutus_KMRActS
136,2502442170,HmcF,Desulfonema_limicola_Jadebusen_DSM_2076
137,-,HmcF,Desulfosarcina_variabilis_Montpellier
138,2524232694,HmcF,Desulfatirhabdium_butyrativorans_DSM_18734
139,-,HmcF,Desulfobacter_postgatei_2ac9
140,2524511878,HmcF,Desulfobacula_toluolica_Tol2
141,2523439068,HmcF,Desulforegula_conservatrix_Mb1Pa_DSM_13527
142,2503698084,HmcF,Desulfococcus_oleovorans_Hxd3
143,,HmcF,Desulfatibacillum_aliphaticivorans_DSM_15576_
144,,HmcF,Desulfatibacillum_alkenivorans_DSM_16219
145,,HmcF,Desulfobacterium_anilini_DSM_4660
146,,HmcF,Desulfobacca_acetoxidans_ASRB2_DSM_11109
147,,HmcF,Desulfocapsa_sulfexigens_DSM_10523
148,,HmcF,Desulfobulbus_propionicus_1pr3_DSM_2032
149,,HmcF,Desulfobulbus_elongatus_DSM_2908
150,,HmcF,Desulfobulbus_mediterraneus_DSM_13871
151,2541189009,HmcF,Desulfocurvus_vexinensis_DSM_17965
152,2646273959,HmcF,Desulfovibrio_vulgaris_RCH1
153,,HmcF,Desulfonatronum_thioautotrophicum_ASO4_1
154,,HmcF,Desulfomicrobium_escambiense_DSM_10707
155,,HmcF,Shewanella_oneidensis_MR_1
156,,HmcF,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
157,,HmcF,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
158,,HmcF,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
159,OEU44650.1,HmcF,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
160,,HmcF,Desulfococcus_sp._C00003104
161,,HmcF,Desulfococcus_sp._C00003106
162,,HmcF,Desulfococcus_sp._Cons3730e01UFb1
163,,HmcF,Desulfobulbaceae_bacterium_C00003063
164,,HmcF,Desulfobulbaceae_bacterium_S3730MH12
165,,HmcF,Desulfobulbaceae_bacterium_S5133MH15
166,,HmcF,E20 SRB2
167,,HmcF,G37 SRB2
168,-,HmcF,Candidatus Desulfofervidus auxilli
169,-,HmcF,HotSeep1 E37
170,-,HmcF,HotSeep1 E50
171,-,HmcF,Seep-SRB1g_Ga0402010_bin2
172,-,HmcF,Seep-SRB1g_Ga0402030_bin2
173,-,HmcF,Seep-SRB1a_Ga0402057_bin2
174,-,HmcF,Seep-SRB1a_Ga0402054_bin3
175,-,HmcF,Seep-SRB1a_Ga0402080_bin2
176,-,TmcA,Desulfobacterales_sp._PC51MH44
177,OEU63921.1,TmcA,Desulfobacterales_sp._S5133MH16
178,-,TmcA,Desulfosarcina_sp._BuS5
179,2512526955,TmcA,Desulfococcus_biacutus_KMRActS
180,2502446827,TmcA,Desulfonema_limicola_Jadebusen_DSM_2076
181,2502441046,TmcA,Desulfosarcina_variabilis_Montpellier
182,2524232697,TmcA,Desulfatirhabdium_butyrativorans_DSM_18734
183,-,TmcA,Desulfobacter_postgatei_2ac9
184,2524510082,TmcA,Desulfobacula_toluolica_Tol2
185,-,TmcA,Desulforegula_conservatrix_Mb1Pa_DSM_13527
186,2503696114,TmcA,Desulfococcus_oleovorans_Hxd3
187,-,TmcA,Desulfatibacillum_aliphaticivorans_DSM_15576_
188,-,TmcA,Desulfatibacillum_alkenivorans_DSM_16219
189,-,TmcA,Desulfobacterium_anilini_DSM_4660
190,-,TmcA,Desulfobacca_acetoxidans_ASRB2_DSM_11109
191,-,TmcA,Desulfocapsa_sulfexigens_DSM_10523
192,-,TmcA,Desulfobulbus_propionicus_1pr3_DSM_2032
193,-,TmcA,Desulfobulbus_elongatus_DSM_2908
194,-,TmcA,Desulfobulbus_mediterraneus_DSM_13871
195,"2541188576, 2541189290",TmcA,Desulfocurvus_vexinensis_DSM_17965
196,2646273699,TmcA,Desulfovibrio_vulgaris_RCH1
197,"2595078289, 2595078313",TmcA,Desulfonatronum_thioautotrophicum_ASO4_1
198,2524273894,TmcA,Desulfomicrobium_escambiense_DSM_10707
199,-,TmcA,Shewanella_oneidensis_MR_1
200,-,TmcA,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
201,-,TmcA,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
202,-,TmcA,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
203,-,TmcA,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
204,-,TmcA,Desulfococcus_sp._C00003104
205,-,TmcA,Desulfococcus_sp._C00003106
206,-,TmcA,Desulfococcus_sp._Cons3730e01UFb1
207,-,TmcA,Desulfobulbaceae_bacterium_C00003063
208,-,TmcA,Desulfobulbaceae_bacterium_S3730MH12
209,-,TmcA,Desulfobulbaceae_bacterium_S5133MH15
210,-,TmcA,E20 SRB2
211,-,TmcA,G37 SRB2
212,AMM41048.1,TmcA,Candidatus Desulfofervidus auxilli
213,CAD7776331.1,TmcA,HotSeep1 E37
214,CAD7777601.1,TmcA,HotSeep1 E50
215,-,TmcA,Seep-SRB1g_Ga0402010_bin2
216,-,TmcA,Seep-SRB1g_Ga0402030_bin2
217,Ga0402057_bin2_2568,TmcA,Seep-SRB1a_Ga0402057_bin2
218,-,TmcA,Seep-SRB1a_Ga0402054_bin3
219,-,TmcA,Seep-SRB1a_Ga0402080_bin2
220,,TmcB,Desulfobacterales_sp._PC51MH44
221,OEU63922.1,TmcB,Desulfobacterales_sp._S5133MH16
222,,TmcB,Desulfosarcina_sp._BuS5
223,2512526956,TmcB,Desulfococcus_biacutus_KMRActS
224,2502446826,TmcB,Desulfonema_limicola_Jadebusen_DSM_2076
225,2502441047,TmcB,Desulfosarcina_variabilis_Montpellier
226,2524232698,TmcB,Desulfatirhabdium_butyrativorans_DSM_18734
227,,TmcB,Desulfobacter_postgatei_2ac9
228,2524510081,TmcB,Desulfobacula_toluolica_Tol2
229,,TmcB,Desulforegula_conservatrix_Mb1Pa_DSM_13527
230,2503696113,TmcB,Desulfococcus_oleovorans_Hxd3
231,,TmcB,Desulfatibacillum_aliphaticivorans_DSM_15576_
232,,TmcB,Desulfatibacillum_alkenivorans_DSM_16219
233,,TmcB,Desulfobacterium_anilini_DSM_4660
234,,TmcB,Desulfobacca_acetoxidans_ASRB2_DSM_11109
235,,TmcB,Desulfocapsa_sulfexigens_DSM_10523
236,,TmcB,Desulfobulbus_propionicus_1pr3_DSM_2032
237,,TmcB,Desulfobulbus_elongatus_DSM_2908
238,,TmcB,Desulfobulbus_mediterraneus_DSM_13871
239,,TmcB,Desulfocurvus_vexinensis_DSM_17965
240,2646273700,TmcB,Desulfovibrio_vulgaris_RCH1
241,,TmcB,Desulfonatronum_thioautotrophicum_ASO4_1
242,,TmcB,Desulfomicrobium_escambiense_DSM_10707
243,,TmcB,Shewanella_oneidensis_MR_1
244,,TmcB,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
245,,TmcB,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
246,,TmcB,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
247,-,TmcB,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
248,-,TmcB,Desulfococcus_sp._C00003104
249,OEU55939.1,TmcB,Desulfococcus_sp._C00003106
250,Ga0123269_10246,TmcB,Desulfococcus_sp._Cons3730e01UFb1
251,,TmcB,Desulfobulbaceae_bacterium_C00003063
252,,TmcB,Desulfobulbaceae_bacterium_S3730MH12
253,,TmcB,Desulfobulbaceae_bacterium_S5133MH15
254,,TmcB,E20 SRB2
255,,TmcB,G37 SRB2
256,AMM41049.1,TmcB,Candidatus Desulfofervidus auxilli
257,CAD7776337.1,TmcB,HotSeep1 E37
258,CAD7777605.1,TmcB,HotSeep1 E50
259,Ga0402010_bin2_329,TmcB,Seep-SRB1g_Ga0402010_bin2
260,Ga0402030_bin2_572,TmcB,Seep-SRB1g_Ga0402030_bin2
261,Ga0402057_bin2_2567,TmcB,Seep-SRB1a_Ga0402057_bin2
262,Ga0402054_bin3_415,TmcB,Seep-SRB1a_Ga0402054_bin3
263,Ga0402080_bin2_1223,TmcB,Seep-SRB1a_Ga0402080_bin2
264,-,TmcC,Desulfobacterales_sp._PC51MH44
265,OEU63923.1,TmcC,Desulfobacterales_sp._S5133MH16
266,-,TmcC,Desulfosarcina_sp._BuS5
267,2512526957,TmcC,Desulfococcus_biacutus_KMRActS
268,2502446825,TmcC,Desulfonema_limicola_Jadebusen_DSM_2076
269,2502441048,TmcC,Desulfosarcina_variabilis_Montpellier
270,2524232699,TmcC,Desulfatirhabdium_butyrativorans_DSM_18734
271,-,TmcC,Desulfobacter_postgatei_2ac9
272,2524510080,TmcC,Desulfobacula_toluolica_Tol2
273,-,TmcC,Desulforegula_conservatrix_Mb1Pa_DSM_13527
274,2503696112,TmcC,Desulfococcus_oleovorans_Hxd3
275,-,TmcC,Desulfatibacillum_aliphaticivorans_DSM_15576_
276,-,TmcC,Desulfatibacillum_alkenivorans_DSM_16219
277,-,TmcC,Desulfobacterium_anilini_DSM_4660
278,-,TmcC,Desulfobacca_acetoxidans_ASRB2_DSM_11109
279,-,TmcC,Desulfocapsa_sulfexigens_DSM_10523
280,-,TmcC,Desulfobulbus_propionicus_1pr3_DSM_2032
281,-,TmcC,Desulfobulbus_elongatus_DSM_2908
282,-,TmcC,Desulfobulbus_mediterraneus_DSM_13871
283,"2541188574, 2541189288",TmcC,Desulfocurvus_vexinensis_DSM_17965
284,2646273701,TmcC,Desulfovibrio_vulgaris_RCH1
285,"2595078291, 2595078311",TmcC,Desulfonatronum_thioautotrophicum_ASO4_1
286,2524273896,TmcC,Desulfomicrobium_escambiense_DSM_10707
287,-,TmcC,Shewanella_oneidensis_MR_1
288,-,TmcC,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
289,-,TmcC,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
290,-,TmcC,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
291,OEU44478.1,TmcC,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
292,OEU57700.1,TmcC,Desulfococcus_sp._C00003104
293,OEU55938.1,TmcC,Desulfococcus_sp._C00003106
294,Ga0123269_10245,TmcC,Desulfococcus_sp._Cons3730e01UFb1
295,-,TmcC,Desulfobulbaceae_bacterium_C00003063
296,-,TmcC,Desulfobulbaceae_bacterium_S3730MH12
297,-,TmcC,Desulfobulbaceae_bacterium_S5133MH15
298,-,TmcC,E20 SRB2
299,-,TmcC,G37 SRB2
300,AMM41050.1,TmcC,Candidatus Desulfofervidus auxilli
301,CAD7776343.1,TmcC,HotSeep1 E37
302,CAD7777609.1,TmcC,HotSeep1 E50
303,Ga0402010_bin2_330,TmcC,Seep-SRB1g_Ga0402010_bin2
304,Ga0402030_bin2_573,TmcC,Seep-SRB1g_Ga0402030_bin2
305,Ga0402057_bin2_2566,TmcC,Seep-SRB1a_Ga0402057_bin2
306,Ga0402054_bin3_416,TmcC,Seep-SRB1a_Ga0402054_bin3
307,Ga0402080_bin2_1224,TmcC,Seep-SRB1a_Ga0402080_bin2
308,,TmcD,Desulfobacterales_sp._PC51MH44
309,OEU63924.1 (atypical),TmcD,Desulfobacterales_sp._S5133MH16
310,,TmcD,Desulfosarcina_sp._BuS5
311,2512526958,TmcD,Desulfococcus_biacutus_KMRActS
312,2502446824,TmcD,Desulfonema_limicola_Jadebusen_DSM_2076
313,2502441049,TmcD,Desulfosarcina_variabilis_Montpellier
314,2524232700,TmcD,Desulfatirhabdium_butyrativorans_DSM_18734
315,,TmcD,Desulfobacter_postgatei_2ac9
316,2524510079,TmcD,Desulfobacula_toluolica_Tol2
317,,TmcD,Desulforegula_conservatrix_Mb1Pa_DSM_13527
318,2503696111,TmcD,Desulfococcus_oleovorans_Hxd3
319,,TmcD,Desulfatibacillum_aliphaticivorans_DSM_15576_
320,,TmcD,Desulfatibacillum_alkenivorans_DSM_16219
321,,TmcD,Desulfobacterium_anilini_DSM_4660
322,,TmcD,Desulfobacca_acetoxidans_ASRB2_DSM_11109
323,,TmcD,Desulfocapsa_sulfexigens_DSM_10523
324,,TmcD,Desulfobulbus_propionicus_1pr3_DSM_2032
325,,TmcD,Desulfobulbus_elongatus_DSM_2908
326,,TmcD,Desulfobulbus_mediterraneus_DSM_13871
327,,TmcD,Desulfocurvus_vexinensis_DSM_17965
328,2646273702,TmcD,Desulfovibrio_vulgaris_RCH1
329,,TmcD,Desulfonatronum_thioautotrophicum_ASO4_1
330,,TmcD,Desulfomicrobium_escambiense_DSM_10707
331,,TmcD,Shewanella_oneidensis_MR_1
332,,TmcD,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
333,,TmcD,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
334,,TmcD,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
335,OEU44477.1,TmcD,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
336,OEU57699.1,TmcD,Desulfococcus_sp._C00003104
337,OEU55937.1,TmcD,Desulfococcus_sp._C00003106
338,Ga0123269_10244,TmcD,Desulfococcus_sp._Cons3730e01UFb1
339,,TmcD,Desulfobulbaceae_bacterium_C00003063
340,,TmcD,Desulfobulbaceae_bacterium_S3730MH12
341,,TmcD,Desulfobulbaceae_bacterium_S5133MH15
342,,TmcD,E20 SRB2
343,,TmcD,G37 SRB2
344,AMM41051.1,TmcD,Candidatus Desulfofervidus auxilli
345,CAD7776349.1,TmcD,HotSeep1 E37
346,CAD7777621.1,TmcD,HotSeep1 E50
347,Ga0402010_bin2_331,TmcD,Seep-SRB1g_Ga0402010_bin2
348,Ga0402030_bin2_574,TmcD,Seep-SRB1g_Ga0402030_bin2
349,Ga0402057_bin2_2565,TmcD,Seep-SRB1a_Ga0402057_bin2
350,Ga0402054_bin3_417,TmcD,Seep-SRB1a_Ga0402054_bin3
351,Ga0402080_bin2_1225,TmcD,Seep-SRB1a_Ga0402080_bin2
352,-,OhcA,Desulfobacterales_sp._PC51MH44
353,-,OhcA,Desulfobacterales_sp._S5133MH16
354,-,OhcA,Desulfosarcina_sp._BuS5
355,2512528126,OhcA,Desulfococcus_biacutus_KMRActS
356,2502445609,OhcA,Desulfonema_limicola_Jadebusen_DSM_2076
357,2502439774,OhcA,Desulfosarcina_variabilis_Montpellier
358,2524233090,OhcA,Desulfatirhabdium_butyrativorans_DSM_18734
359,2508602329,OhcA,Desulfobacter_postgatei_2ac9
360,2524509933,OhcA,Desulfobacula_toluolica_Tol2
361,-,OhcA,Desulforegula_conservatrix_Mb1Pa_DSM_13527
362,2503698843,OhcA,Desulfococcus_oleovorans_Hxd3
363,"2523113869, 2523114660",OhcA,Desulfatibacillum_aliphaticivorans_DSM_15576_
364,"2588102372, 2588101452",OhcA,Desulfatibacillum_alkenivorans_DSM_16219
365,2527181462,OhcA,Desulfobacterium_anilini_DSM_4660
366,-,OhcA,Desulfobacca_acetoxidans_ASRB2_DSM_11109
367,2562336282,OhcA,Desulfocapsa_sulfexigens_DSM_10523
368,-,OhcA,Desulfobulbus_propionicus_1pr3_DSM_2032
369,-,OhcA,Desulfobulbus_elongatus_DSM_2908
370,-,OhcA,Desulfobulbus_mediterraneus_DSM_13871
371,2541189167,OhcA,Desulfocurvus_vexinensis_DSM_17965
372,2646276432,OhcA,Desulfovibrio_vulgaris_RCH1
373,-,OhcA,Desulfonatronum_thioautotrophicum_ASO4_1
374,1.12e-106,OhcA,Desulfomicrobium_escambiense_DSM_10707
375,-,OhcA,Shewanella_oneidensis_MR_1
376,-,OhcA,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
377,-,OhcA,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
378,-,OhcA,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
379,OEU45386.1,OhcA,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
380,-,OhcA,Desulfococcus_sp._C00003104
381,-,OhcA,Desulfococcus_sp._C00003106
382,-,OhcA,Desulfococcus_sp._Cons3730e01UFb1
383,-,OhcA,Desulfobulbaceae_bacterium_C00003063
384,-,OhcA,Desulfobulbaceae_bacterium_S3730MH12
385,-,OhcA,Desulfobulbaceae_bacterium_S5133MH15
386,-,OhcA,E20 SRB2
387,-,OhcA,G37 SRB2
388,-,OhcA,Candidatus Desulfofervidus auxilli
389,-,OhcA,HotSeep1 E37
390,-,OhcA,HotSeep1 E50
391,-,OhcA,Seep-SRB1g_Ga0402010_bin2
392,-,OhcA,Seep-SRB1g_Ga0402030_bin2
393,-,OhcA,Seep-SRB1a_Ga0402057_bin2
394,-,OhcA,Seep-SRB1a_Ga0402054_bin3
395,-,OhcA,Seep-SRB1a_Ga0402080_bin2
396,-,OhcC,Desulfobacterales_sp._PC51MH44
397,-,OhcC,Desulfobacterales_sp._S5133MH16
398,-,OhcC,Desulfosarcina_sp._BuS5
399,2512528127,OhcC,Desulfococcus_biacutus_KMRActS
400,2502445610,OhcC,Desulfonema_limicola_Jadebusen_DSM_2076
401,2502439773,OhcC,Desulfosarcina_variabilis_Montpellier
402,2524233089,OhcC,Desulfatirhabdium_butyrativorans_DSM_18734
403,2508602330,OhcC,Desulfobacter_postgatei_2ac9
404,2524509932,OhcC,Desulfobacula_toluolica_Tol2
405,-,OhcC,Desulforegula_conservatrix_Mb1Pa_DSM_13527
406,2503698844,OhcC,Desulfococcus_oleovorans_Hxd3
407,2523113870,OhcC,Desulfatibacillum_aliphaticivorans_DSM_15576_
408,2588102371,OhcC,Desulfatibacillum_alkenivorans_DSM_16219
409,2527181461,OhcC,Desulfobacterium_anilini_DSM_4660
410,-,OhcC,Desulfobacca_acetoxidans_ASRB2_DSM_11109
411,-,OhcC,Desulfocapsa_sulfexigens_DSM_10523
412,-,OhcC,Desulfobulbus_propionicus_1pr3_DSM_2032
413,-,OhcC,Desulfobulbus_elongatus_DSM_2908
414,-,OhcC,Desulfobulbus_mediterraneus_DSM_13871
415,2541189168,OhcC,Desulfocurvus_vexinensis_DSM_17965
416,2646276433,OhcC,Desulfovibrio_vulgaris_RCH1
417,-,OhcC,Desulfonatronum_thioautotrophicum_ASO4_1
418,-,OhcC,Desulfomicrobium_escambiense_DSM_10707
419,-,OhcC,Shewanella_oneidensis_MR_1
420,-,OhcC,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
421,-,OhcC,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
422,-,OhcC,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
423,-,OhcC,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
424,-,OhcC,Desulfococcus_sp._C00003104
425,-,OhcC,Desulfococcus_sp._C00003106
426,-,OhcC,Desulfococcus_sp._Cons3730e01UFb1
427,-,OhcC,Desulfobulbaceae_bacterium_C00003063
428,-,OhcC,Desulfobulbaceae_bacterium_S3730MH12
429,-,OhcC,Desulfobulbaceae_bacterium_S5133MH15
430,-,OhcC,E20 SRB2
431,-,OhcC,G37 SRB2
432,-,OhcC,Candidatus Desulfofervidus auxilli
433,-,OhcC,HotSeep1 E37
434,-,OhcC,HotSeep1 E50
435,-,OhcC,Seep-SRB1g_Ga0402010_bin2
436,-,OhcC,Seep-SRB1g_Ga0402030_bin2
437,-,OhcC,Seep-SRB1a_Ga0402057_bin2
438,-,OhcC,Seep-SRB1a_Ga0402054_bin3
439,-,OhcC,Seep-SRB1a_Ga0402080_bin2
440,-,NhcA,Desulfobacterales_sp._PC51MH44
441,-,NhcA,Desulfobacterales_sp._S5133MH16
