,Mature_leaf
rxn03108_d0,1.5989582500000004e-07
rxn03130_c0,0.0
rxn03135_d0,-3.51924314992e-05
rxn03136_d0,8.183450814127004e-05
rxn03137_d0,0.00011702693964047006
rxn03146_c0,0.0
rxn03147_d0,8.183450814127004e-05
rxn03159_c0,0.0
rxn03168_c0,-9.59374950000053e-07
rxn03173_c0,9.59374950000053e-07
rxn03175_d0,3.51924314992e-05
rxn03181_c0,0.0
rxn03182_c0,0.0
rxn03182_m0,0.0
rxn03203_c0,0.0
rxn03216_c0,0.0
rxn03216_d0,0.0
rxn03216_m0,0.0
rxn03216_x0,0.0
rxn03265_c0,0.0
rxn03273_c0,0.0
rxn03353_c0,0.0
rxn03373_c0,0.0
rxn03373_d0,0.0
rxn03379_d0,0.0
rxn03402_c0,0.0
rxn03403_c0,0.0
rxn03403_d0,0.0
rxn03403_m0,0.0
rxn03403_x0,0.0
rxn03411_c0,0.0
rxn03413_c0,0.0
rxn03414_c0,0.0
rxn03437_d0,0.00047500828357720004
rxn03439_c0,0.0
rxn03439_m0,0.0
rxn03452_c0,0.0
rxn03452_d0,0.0
rxn03453_c0,0.0
rxn03474_c0,0.0
rxn03474_d0,0.0
rxn03474_m0,0.0
rxn03474_x0,0.0
rxn03519_c0,0.0
rxn03633_c0,0.0
rxn03646_c0,0.0
rxn03646_d0,0.0
rxn03796_c0,-0.0003750315224940624
rxn03841_c0,0.0
rxn03841_d0,9.59374950000053e-07
rxn03842_r0,0.0
rxn03843_c0,0.0
rxn03861_c0,0.0
rxn03861_r0,0.0
rxn03874_c0,0.0
rxn03874_x0,0.0
rxn03891_d0,4.0773435375000006e-07
rxn03891_m0,0.0
rxn03891_r0,0.0
rxn03892_d0,4.0773435375000006e-07
rxn03892_m0,0.0
rxn03892_r0,0.0
rxn03895_c0,0.0
rxn03907_d0,2.5145428054730514e-06
rxn03908_d0,2.5145428054730514e-06
rxn03909_d0,2.5145428054730514e-06
rxn03910_d0,2.5145428054730514e-06
rxn03958_d0,-2.5145428054730514e-06
rxn03970_c0,0.0
rxn03971_c0,0.0
rxn03983_c0,0.0
rxn03983_d0,-0.00011947000000000002
rxn03996_c0,0.0
rxn03996_r0,0.0
rxn04012_c0,0.0
rxn04018_c0,0.0
rxn04019_c0,0.0
rxn04027_d0,0.0
rxn04028_r0,0.0
rxn04040_c0,0.0
rxn04040_n0,0.0
rxn04041_c0,0.0
rxn04041_n0,0.0
rxn04064_c0,0.0
rxn04113_d0,0.0
rxn04136_c0,0.0
rxn04147_c0,0.0
rxn04147_r0,0.0
rxn04152_d0,0.0
rxn04153_d0,0.0
rxn04154_d0,0.0
rxn04161_c0,0.0
rxn04161_d0,0.0
rxn04165_c0,0.0
rxn04165_d0,0.0
rxn04166_c0,0.0
rxn04166_d0,0.0
rxn04167_c0,0.0
rxn04167_d0,0.0
rxn04168_c0,0.0
rxn04168_r0,0.0
rxn04169_c0,0.0
rxn04169_r0,0.0
rxn04171_c0,0.0
rxn04171_r0,0.0
rxn04208_c0,0.0
rxn04209_c0,0.0
rxn04210_c0,0.0
rxn04211_c0,0.0
rxn04284_c0,0.0
rxn04327_c0,0.0
rxn04330_c0,0.0
rxn04332_c0,0.0
rxn04381_c0,0.0
rxn04389_c0,0.0
rxn04390_c0,0.0
rxn04392_c0,0.0
rxn04411_c0,0.0
rxn04411_n0,0.0
rxn04411_r0,0.0
rxn04426_c0,0.0
rxn04426_r0,0.0
rxn04430_c0,0.0
rxn04453_x0,0.0
rxn04454_c0,0.0
rxn04456_x0,0.0
rxn04463_c0,0.0
rxn04624_c0,0.0
rxn04625_c0,0.0
rxn04630_c0,0.0
rxn04630_n0,0.0
rxn04662_c0,0.0
rxn04681_c0,0.0
rxn04682_c0,0.0
rxn04684_c0,0.0
rxn04755_d0,0.0
rxn04756_d0,0.0
rxn04761_c0,0.0
rxn04761_d0,0.0
rxn04763_c0,0.0
rxn04766_c0,0.0
rxn04771_c0,0.0
rxn04771_d0,0.0
rxn04772_c0,0.0
rxn04772_d0,0.0
rxn04783_c0,0.0
rxn04783_d0,0.00016327488827181999
rxn04791_c0,0.00015543999284681992
rxn04791_d0,0.0
rxn04791_m0,0.0
rxn04791_x0,0.0
rxn04792_c0,0.00015543999284681992
rxn04862_c0,0.0
rxn04863_d0,0.0
rxn04924_c0,0.0
rxn04938_c0,0.0
rxn04947_c0,0.0
rxn04954_c0,2.96e-05
rxn04962_d0,0.0
rxn04963_d0,-0.00011947000000000002
rxn04978_d0,0.0
rxn04979_d0,0.0
rxn04981_c0,0.0
rxn04981_r0,0.0
rxn04996_d0,0.0
rxn05004_d0,0.0
rxn05005_c0,0.0
rxn05006_c0,0.0
rxn05022_c0,0.0
rxn05023_d0,1.5589842937500006e-06
rxn05023_x0,0.0
rxn05024_d0,1.5589842937500006e-06
rxn05024_x0,0.0
rxn05034_m0,1.5989582500000004e-07
rxn05036_d0,-0.00010459827641517497
rxn05038_c0,0.0
rxn05039_c0,2.23854155e-06
rxn05039_d0,0.0
rxn05040_c0,4.4770831e-06
rxn05040_d0,0.0
rxn05064_c0,0.0
rxn05064_d0,0.0
rxn05064_m0,0.0
rxn05064_x0,0.0
rxn05072_c0,0.0
rxn05092_c0,0.0
rxn05104_c0,0.0
rxn05104_d0,0.0
rxn05105_d0,0.0
rxn05106_d0,0.0
rxn05118_c0,0.0
rxn05118_d0,0.0
rxn05118_m0,0.0
rxn05118_x0,0.0
rxn05120_c0,0.0
rxn05136_c0,0.0
rxn05143_c0,0.0
rxn05149_c0,0.0
rxn05149_g0,0.0
rxn05206_c0,0.0004908801827499998
rxn05206_v0,0.0
rxn05206_w0,0.0
rxn05218_d0,0.0
rxn05218_m0,0.0002049897317453331
rxn05218_x0,0.0003430904918587294
rxn05220_d0,0.0
rxn05220_m0,1.4362530630399953e-05
rxn05220_x0,0.0
rxn05222_d0,2.2226798841599976e-05
rxn05222_m0,0.0
rxn05222_x0,0.0
rxn05224_d0,0.0
rxn05224_m0,0.0
rxn05238_c0,0.00011947000000000002
rxn05238_d0,-0.00011947000000000002
rxn05238_v0,0.0
rxn05245_d0,0.00011943322710879994
rxn05245_m0,0.0
rxn05245_x0,0.0
rxn05287_d0,4.0773435375000006e-07
rxn05287_m0,0.0
rxn05287_r0,0.0
rxn05319_c0,-0.019870986075432237
rxn05319_d0,0.08577143849908161
rxn05319_m0,0.034572268270321956
rxn05319_v0,0.0
rxn05319_x0,-0.000829030783005335
rxn05324_d0,-0.002309518676706953
rxn05325_d0,-0.002309518676706953
rxn05326_d0,-0.002309518676706953
rxn05330_d0,0.002309518676706953
rxn05331_d0,0.002309518676706953
rxn05335_d0,0.002309518676706953
rxn05337_d0,-0.002309518676706953
rxn05338_d0,-0.002309518676706953
rxn05340_d0,-0.002309518676706953
rxn05342_d0,-0.002309518676706953
rxn05343_d0,0.002309518676706953
rxn05345_d0,0.002309518676706953
rxn05346_d0,0.002309518676706953
rxn05347_c0,0.0
rxn05347_d0,0.0
rxn05348_d0,0.002309518676706953
rxn05350_d0,0.002309518676706953
rxn05465_d0,0.01616663073694867
rxn05466_c0,0.0
rxn05466_d0,-0.017918623542505452
rxn05466_m0,0.0004309253068785874
rxn05466_w0,0.0
rxn05467_c0,-0.02276229466171486
rxn05467_d0,0.011224789907260495
rxn05467_m0,-0.00556535385570905
rxn05468_c0,0.018881626460132486
rxn05468_d0,-0.00044866845477875
rxn05468_m0,-0.01604220184695546
rxn05468_x0,-0.00025
rxn05469_m0,0.0
rxn05513_d0,0.0
rxn05513_g0,0.0
rxn05513_r0,0.0
rxn05513_v0,0.0
rxn05513_w0,0.0
rxn05516_c0,0.0
rxn05516_v0,0.0
rxn05528_c0,0.0
rxn05528_d0,-0.1698158441314817
rxn05616_c0,0.0
rxn05616_d0,0.0
rxn05641_c0,0.0
rxn05641_g0,0.0
rxn05641_v0,0.0
rxn05641_w0,0.0
rxn05667_c0,0.010108135459997935
rxn05667_d0,0.0
rxn05667_m0,-2.679782802399996e-05
rxn05736_d0,0.0
rxn05736_r0,0.0
rxn05736_x0,0.0
rxn06135_c0,0.0
rxn06135_x0,0.0
rxn06136_c0,0.0
rxn06136_x0,0.0
rxn06237_c0,0.0
rxn06237_d0,0.0
rxn06306_c0,0.0
rxn06556_d0,0.0
rxn07219_c0,0.0
rxn07271_c0,0.0
rxn07272_c0,0.0
rxn07273_c0,0.0
rxn07274_c0,0.0
rxn07278_c0,0.0
rxn07280_c0,0.0
rxn07285_c0,0.0
rxn07286_c0,0.0
rxn07287_c0,0.0
rxn07290_c0,0.0
rxn07312_r0,0.0
rxn07314_c0,0.0
rxn07315_c0,0.0
rxn07325_c0,0.0
rxn07331_d0,0.0
rxn07331_t0,0.0
rxn07332_d0,0.0
rxn07333_d0,0.0
rxn07334_d0,0.0
rxn07335_d0,0.0
rxn07343_c0,0.0
rxn07343_d0,0.0
rxn07406_c0,0.0
rxn07407_c0,0.0
rxn07407_d0,0.0
rxn07407_m0,0.0
rxn07407_x0,0.0
rxn07414_c0,0.0
rxn07441_d0,-8.89071953663999e-05
rxn07447_c0,0.0
rxn07456_c0,0.0
rxn07456_d0,0.0
rxn07487_c0,0.0
rxn07488_c0,0.0
rxn07490_c0,0.0
rxn07523_c0,0.0
rxn07579_d0,0.0002910104015
rxn07653_d0,0.0
rxn07654_d0,0.0
rxn07659_d0,0.0
rxn07660_d0,0.0
rxn07662_c0,0.0
rxn07677_c0,0.0
rxn07677_x0,0.0
rxn07841_c0,0.0
rxn07841_d0,0.0
rxn07841_m0,0.0
rxn07842_c0,0.0
rxn07842_d0,0.0
rxn07842_m0,0.0
rxn07852_c0,0.0
rxn07865_c0,0.0
rxn07868_c0,0.0
rxn07869_c0,0.0
rxn07888_c0,0.0
rxn07888_d0,0.0
rxn07888_m0,0.0
rxn07888_x0,0.0
rxn08022_c0,0.0
rxn08022_d0,0.0
rxn08043_d0,0.00047500828357720004
rxn08063_m0,-1.47e-06
rxn08094_m0,0.005333333
rxn08096_d0,-0.0013209186503477476
rxn08096_m0,0.0
rxn08096_x0,0.0
rxn08104_d0,0.0
rxn08134_d0,-0.00039311853013207005
rxn08134_m0,0.009391902696438047
rxn08134_x0,0.0
rxn08155_d0,-7.5075e-05
rxn08155_m0,-2.679782802399996e-05
rxn08155_x0,0.0
rxn08170_d0,0.0
rxn08170_m0,0.0003951977121716705
rxn08170_x0,0.0008430904918587294
rxn08173_j0,0.013453510413551093
rxn08217_m0,-0.00038083518154127024
rxn08217_v0,0.0
rxn08217_x0,0.0
rxn08233_c0,0.000671562465
rxn08236_d0,-2.5145428054730514e-06
rxn08236_m0,0.0
rxn08236_v0,0.0
rxn08284_d0,-1.2432259718650095e-05
rxn08284_m0,-1.310104175e-06
rxn08335_m0,0.0
rxn08351_m0,0.026995928022468585
rxn08352_d0,0.0
rxn08392_d0,0.002309518676706953
rxn08436_d0,0.002018508275206953
rxn08440_x0,0.0
rxn08444_x0,0.0
rxn08525_d0,0.00016311499244682
rxn08525_m0,0.0
rxn08525_v0,0.0
rxn08525_x0,0.0
rxn08544_d0,-0.00015690950814127005
rxn08544_m0,0.00015690950814127005
rxn08544_x0,0.0
rxn08556_m0,0.0
rxn08558_m0,0.0
rxn08558_w0,0.0
rxn08625_d0,0.0
rxn08625_m0,7.572573936265989e-05
rxn08625_x0,0.0
rxn08633_d0,0.0013975526346414887
rxn08633_m0,0.0
rxn08633_x0,0.0
rxn08645_d0,0.0
rxn08645_m0,0.0
rxn08645_x0,0.0005
rxn08653_d0,-0.0004
rxn08653_m0,0.0
rxn08653_x0,0.0005
rxn08680_d0,0.0
rxn08680_m0,0.0
rxn08680_v0,0.0
rxn08685_d0,0.0
rxn08685_x0,0.0
rxn08689_d0,-6.047000000000001e-05
rxn08689_m0,1.47e-06
rxn08703_c0,0.0
rxn08704_d0,-0.002018508275206953
rxn08704_x0,0.0
rxn08721_d0,-3.51924314992e-05
rxn08721_m0,0.0
rxn08721_x0,0.0
rxn08730_c0,0.0068277627917192624
rxn08730_d0,-0.17739834002938396
rxn08730_m0,0.02203188474664667
rxn08730_v0,0.0
rxn08730_x0,0.002571488777696857
rxn08747_d0,-0.00047500828357720004
rxn08747_m0,0.0
rxn08747_x0,0.0
rxn08749_d0,-0.00011702693964047006
rxn08756_d0,0.0
rxn08764_d0,0.00047500828357720004
rxn08766_d0,0.002309518676706953
rxn08783_d0,0.0
rxn08783_m0,0.0
rxn08783_w0,0.0
rxn08786_d0,-0.00015929205836479992
rxn08786_m0,0.0
rxn08786_x0,0.0
rxn08856_d0,-8.89071953663999e-05
rxn08856_m0,0.0
rxn08856_x0,0.0
rxn08868_d0,0.020817849074195163
rxn08868_m0,-0.02166275491829359
rxn08868_v0,0.0
rxn08868_x0,0.0007857443888484282
rxn08920_d0,-4.6567740281349916e-05
rxn08920_m0,-3.197916500000001e-07
rxn08920_x0,0.0
rxn08975_c0,0.0
rxn08975_j0,0.0
rxn08975_m0,0.0
rxn08975_n0,0.0
rxn08975_w0,0.0
rxn08981_c0,0.0
rxn08999_c0,0.018315039670539
rxn08999_d0,-0.016773372670539
rxn08999_m0,0.0
rxn09005_c0,-0.001541667
rxn09005_d0,0.0
rxn09005_m0,0.0
rxn09005_v0,0.0
rxn09034_d0,-0.00012311978525
rxn09048_d0,0.0
rxn09048_m0,0.0
rxn09048_x0,0.0
rxn09050_m0,0.0
rxn09118_d0,-0.0010696403900866
rxn09118_m0,0.0
rxn09118_x0,0.0
rxn09121_c0,0.000237083935560517
rxn09121_d0,0.05990755229799027
rxn09121_m0,0.018785724142776093
rxn09177_c0,0.0
rxn09193_d0,0.0
rxn09193_m0,-8.890719536639989e-05
rxn09193_x0,0.0
rxn09212_c0,0.0
rxn09218_d0,0.0
rxn09218_m0,0.0
rxn09218_x0,0.0
rxn09248_d0,-4.039390136712992e-05
rxn09248_m0,0.0002627632395271299
rxn09248_x0,-0.0005
rxn09271_d0,0.0
rxn09271_m0,-0.00015690950814127005
rxn09271_x0,0.00015690950814127062
rxn09272_m0,0.00517642349185873
rxn09275_c0,-0.015630575332842695
rxn09275_d0,0.011946322100447987
rxn09275_v0,0.0
rxn09300_d0,0.0
rxn09307_d0,0.00034707401460266245
rxn09307_m0,0.0
rxn09307_x0,0.0
rxn09339_d0,-4.537971430159995e-05
rxn09339_m0,0.0
rxn09339_x0,0.0
rxn09366_d0,1.8164165720000098e-06
rxn09417_j0,0.0
rxn09417_m0,0.0
rxn09444_d0,0.0
rxn09444_r0,0.0
rxn09444_x0,0.0
rxn09449_d0,0.0
rxn09449_r0,0.0
rxn09449_x0,0.0
rxn09452_c0,0.0
rxn09452_d0,0.0
rxn09452_r0,0.0
rxn09452_x0,0.0
rxn09453_d0,0.0
rxn09453_r0,0.0
rxn09453_x0,0.0
rxn09456_c0,0.0
rxn09475_x0,0.0
rxn09476_x0,0.0
rxn09477_x0,0.0
rxn09478_x0,0.0
rxn09479_x0,0.0
rxn09523_c0,0.0
rxn09523_j0,0.0
rxn09523_m0,0.0
rxn09523_n0,0.0
rxn09532_c0,0.0
rxn09567_c0,0.0
rxn09686_d0,0.0
rxn09686_m0,0.0
rxn09686_v0,0.0
rxn09694_c0,0.0
rxn09694_w0,0.0
rxn09711_d0,0.0
rxn09711_m0,0.0003167972681839267
rxn09711_v0,0.0
rxn09737_d0,-8.215429979127004e-05
rxn09737_m0,-0.00028185029197400665
rxn09737_v0,0.0
rxn09771_d0,0.0
rxn09771_m0,0.0
rxn09771_x0,0.0
rxn09777_d0,0.0
rxn09777_m0,0.0
rxn09777_x0,0.0
rxn09784_d0,1.9667186475000007e-06
rxn09784_m0,9.593749500000003e-07
rxn09785_d0,-1.8068228225000006e-06
rxn09785_m0,-4.796874750000001e-07
rxn09789_d0,4.640784445634992e-05
rxn09789_m0,0.0
rxn09789_v0,0.0
rxn09792_m0,1.5989582500000004e-07
rxn09794_d0,-9.59374950000053e-07
rxn09794_m0,9.59374950000053e-07
rxn09817_d0,0.0
rxn09817_m0,0.0
rxn09839_d0,0.0
rxn09839_m0,1.5989582500000004e-07
rxn09839_x0,0.0
rxn09956_c0,0.0
rxn09958_c0,0.0
rxn09960_c0,0.0
rxn09991_c0,0.0
rxn10204_d0,0.0
rxn10204_m0,0.0
rxn10204_r0,0.0
rxn10204_v0,0.0
rxn10443_c0,0.0
rxn10443_w0,0.0
rxn10480_c0,1.5989582500000004e-07
rxn10480_d0,-1.5989582500000004e-07
rxn10480_m0,0.0
rxn10480_v0,0.0
rxn10480_x0,0.0
rxn10826_d0,0.000280479687475
rxn10826_m0,0.0
rxn10826_v0,0.0
rxn10826_x0,0.0
rxn10832_d0,-0.0008388295063451643
rxn10832_m0,0.0003823051815412702
rxn10832_x0,0.0
rxn10867_d0,1.5989582500000004e-07
rxn10867_m0,0.0
rxn11040_c0,3.3415416620000005e-05
rxn11040_d0,0.000325
rxn11040_m0,0.0
rxn11208_c0,0.0
rxn11381_c0,0.0
rxn11381_x0,0.0
rxn11552_d0,0.0
rxn11574_c0,0.0
rxn11574_d0,0.0
rxn11670_c0,0.0
rxn11671_c0,0.0
rxn11672_c0,0.0
rxn11694_c0,0.0
rxn11700_d0,0.00012311978525
rxn11701_c0,0.0
rxn11702_d0,1.5589842937500006e-06
rxn11703_d0,1.5589842937500006e-06
rxn11704_c0,0.0
rxn11737_c0,0.0
rxn11737_d0,0.0
rxn11738_c0,0.0
rxn11738_d0,0.0
rxn11775_c0,0.0
rxn11775_d0,0.0
rxn11775_m0,0.0
rxn11775_x0,0.0
rxn11885_c0,0.0
rxn11964_c0,0.0
rxn11972_c0,0.0
rxn11972_d0,0.0
rxn11972_m0,0.0
rxn11972_x0,0.0
rxn12019_c0,0.0
rxn12056_c0,0.0
rxn12182_c0,0.0
rxn12217_c0,-0.00015543999284681992
rxn12217_d0,0.0
rxn12217_m0,0.0
rxn12217_x0,0.0
rxn12234_c0,0.0
rxn12282_d0,0.0
rxn12282_r0,0.0
rxn12282_x0,0.0
rxn12329_x0,0.0
rxn12494_m0,0.002588211745929365
rxn12510_c0,1.8164165720000098e-06
rxn12512_c0,1.8164165720000098e-06
rxn12788_d0,0.0
rxn12788_m0,0.0
rxn12788_x0,0.0
rxn12918_c0,0.0
rxn12918_r0,0.0
rxn13096_m0,0.0
rxn13149_c0,1.5989582500000004e-07
rxn13213_d0,-0.0008388295063451634
rxn13213_m0,0.0003823051815412702
rxn13290_d0,1.9667186475000007e-06
rxn13344_c0,0.0
rxn13344_n0,0.0
rxn13360_d0,0.002131480478866121
rxn13360_m0,0.0
rxn13361_d0,-0.02151759089951384
rxn13361_m0,0.0
rxn13365_d0,0.0004201588169385575
rxn13365_m0,0.0
rxn13365_x0,-0.0016288348807071576
rxn13388_c0,0.0
rxn13388_x0,0.0
rxn13414_c0,0.0
rxn13477_d0,0.0
rxn13477_m0,0.0
rxn13477_r0,0.0
rxn13689_j0,0.0
rxn13726_j0,0.0
rxn13822_d0,-1.5989582500000004e-07
rxn13822_m0,-3.197916500000001e-07
rxn13971_c0,0.0
rxn13972_c0,0.0
rxn13975_c0,0.0
rxn13975_d0,0.0
rxn13984_r0,0.0
rxn13986_r0,0.0
rxn13995_c0,0.0
rxn13995_d0,0.0
rxn14002_d0,0.0
rxn14004_d0,0.0
rxn14012_d0,0.0
rxn14012_m0,0.0
rxn14012_r0,0.0
rxn14058_c0,0.0
rxn14059_c0,0.0
rxn14059_d0,0.0
rxn14068_c0,0.0
rxn14074_c0,0.0
rxn14082_c0,0.0
rxn14085_d0,2.4783852875e-07
rxn14094_d0,1.5589842937500006e-06
rxn14102_d0,0.0
rxn14133_c0,0.0
rxn14142_d0,1.5589842937500006e-06
rxn14156_c0,0.0
rxn14156_d0,0.0
rxn14161_r0,0.0
rxn14170_d0,0.0
rxn14170_t0,0.0
rxn14183_d0,0.0
rxn14205_d0,0.0
rxn14215_c0,0.0
rxn14237_r0,0.0
rxn14245_c0,0.0
rxn14245_d0,0.0
rxn14245_m0,0.0
rxn14245_x0,0.0
rxn14248_c0,0.0
rxn14248_d0,0.0
rxn14259_c0,0.0
rxn14259_r0,0.0
rxn14261_d0,1.5589842937500006e-06
rxn14278_c0,0.0
rxn14278_d0,0.0
rxn14285_r0,0.0
rxn14294_c0,0.0
rxn14305_r0,0.0
rxn14308_d0,0.0
rxn14340_c0,0.0
rxn14347_d0,0.0
rxn14362_c0,0.0
rxn14370_c0,0.0
rxn15007_c0,0.0
rxn15010_c0,0.0
rxn15014_c0,0.0
rxn15021_d0,-0.00027872528547359985
rxn15022_c0,0.000338509163954801
rxn15022_d0,0.0
rxn15022_m0,4.093865897773983e-05
rxn15022_x0,0.0
rxn15029_c0,0.0
rxn15045_c0,0.0
rxn15045_x0,-0.00015690950814127062
rxn15056_m0,0.005333333
rxn15062_c0,-9.927163263529284e-05
rxn15064_c0,0.0
rxn15069_c0,0.0
rxn15069_d0,0.011946322100447987
rxn15069_m0,0.0
rxn15069_n0,0.0
rxn15116_c0,9.927163263529284e-05
rxn15116_d0,0.02159616184470055
rxn15118_c0,0.0
rxn15120_c0,0.0
rxn15121_c0,0.0
rxn15121_m0,0.0
rxn15126_d0,0.0
rxn15138_c0,0.0
rxn15138_w0,0.0
rxn15141_c0,-0.0010431176697344154
rxn15151_c0,0.0
rxn15151_n0,0.0
rxn15162_c0,-4.796874750000001e-07
rxn15165_c0,0.0
rxn15166_d0,4.640784445634992e-05
rxn15191_c0,0.0
rxn15192_c0,0.0
rxn15209_c0,0.0
rxn15229_c0,5.9987291929999644e-05
rxn15234_c0,0.0
rxn15235_c0,0.0
rxn15248_c0,0.0
rxn15248_w0,0.0
rxn15249_m0,0.0
rxn15250_c0,0.0
rxn15250_d0,0.0
rxn15270_c0,0.0
rxn15271_d0,0.011295368945437223
rxn15280_c0,-0.0002225383147912703
rxn15280_d0,0.0
rxn15280_m0,-0.005333333
rxn15298_c0,9.927163263529284e-05
rxn15298_d0,0.02159616184470055
rxn15307_c0,0.0
rxn15334_c0,0.0
rxn15348_c0,0.0
rxn15361_c0,0.0
rxn15362_c0,0.0
rxn15362_m0,0.0
rxn15362_n0,0.0
rxn15362_x0,0.0
rxn15364_c0,0.0
rxn15364_d0,0.0
rxn15389_c0,0.0
rxn15399_c0,0.0
rxn15435_c0,0.0
rxn15435_d0,0.011946322100447987
rxn15435_m0,0.0
rxn15466_c0,0.0
rxn15467_c0,0.0
rxn15489_c0,0.0
rxn15493_c0,0.002125
rxn15493_d0,0.0
rxn15494_c0,0.002125
rxn15494_d0,0.0
rxn15505_c0,0.0
rxn15588_c0,0.0
rxn15668_c0,0.0
rxn15700_c0,0.0
rxn15701_c0,0.0
rxn15720_c0,0.0
rxn15780_c0,1.5989582500000004e-07
rxn15816_c0,0.0
rxn15819_c0,0.0
rxn15819_d0,0.0
rxn15819_m0,0.0
rxn15819_x0,0.0
rxn15874_c0,0.0
rxn15887_c0,0.0
rxn15898_c0,0.0
rxn15898_g0,0.0
rxn15898_w0,0.0
rxn15900_c0,0.0
rxn15900_d0,0.0
rxn15900_m0,-7.572573936265989e-05
rxn15901_c0,0.0
rxn15937_c0,0.0
rxn15937_d0,0.0
rxn15939_c0,0.0
rxn15939_d0,0.0
rxn15940_c0,0.0
rxn15940_d0,0.0
rxn15946_c0,0.0
rxn15946_x0,0.0
rxn15971_c0,0.0
rxn16108_d0,0.0
rxn16108_m0,0.0
rxn16108_r0,0.0
rxn16110_d0,0.0
rxn16110_m0,0.0
rxn16110_r0,0.0
rxn16111_d0,0.0
rxn16111_m0,0.0
rxn16111_r0,0.0
rxn16114_c0,0.0
rxn16141_c0,0.0
rxn16231_c0,0.0
rxn16289_c0,0.0
rxn16289_r0,0.0
rxn16291_c0,0.0
rxn16291_r0,0.0
rxn16298_c0,0.0
rxn16300_c0,0.0
rxn16300_r0,0.0
rxn16304_c0,0.0
rxn16306_c0,0.0
rxn16364_c0,0.0
rxn16366_c0,0.0
rxn16369_c0,0.0
rxn16382_c0,0.0012857443888484282
rxn16406_c0,0.0
rxn16423_c0,0.0
rxn16424_c0,0.0
rxn16426_d0,0.0
rxn16427_d0,0.0
rxn16428_d0,0.0
rxn16445_c0,0.0
rxn16456_c0,0.0
rxn16460_c0,0.0
rxn16462_c0,0.0
rxn16465_c0,0.0
rxn16473_c0,0.0
rxn16498_c0,0.0
rxn16498_d0,0.0
rxn16546_c0,0.0
rxn16555_c0,0.0
rxn16569_r0,0.0
rxn16570_r0,0.0
rxn16574_c0,0.0
rxn16583_c0,0.0
rxn16595_d0,0.0
rxn16598_c0,0.0
rxn16690_c0,0.0
rxn16691_c0,0.0
rxn16720_c0,0.0
rxn16720_d0,0.0
rxn16723_c0,0.0
rxn16723_d0,0.0
rxn16723_m0,0.0
rxn16723_x0,0.0
rxn16733_c0,0.0
rxn16751_c0,0.0
rxn16755_c0,0.0
rxn16809_c0,0.0
rxn16811_c0,0.0
rxn16822_c0,0.0
rxn16829_c0,0.0
rxn16829_d0,0.0
rxn16829_m0,0.0
rxn16829_x0,0.0
rxn16861_c0,0.0
rxn16867_c0,0.0
rxn16867_x0,0.0
rxn16872_c0,0.0
rxn16880_c0,0.0
rxn16999_c0,0.0
rxn16999_j0,0.0
rxn17062_c0,0.0
rxn17063_c0,0.0
rxn17118_c0,0.0
rxn17118_d0,0.0
rxn17196_c0,0.0
rxn17196_d0,0.04809722942251466
rxn17201_c0,0.0
rxn17206_c0,0.0
rxn17206_m0,0.0
rxn17247_c0,0.0
rxn17269_c0,0.0
rxn17269_m0,0.0
rxn17275_c0,0.0
rxn17275_d0,0.0
rxn17390_c0,0.0
rxn17428_m0,1.5989582500000004e-07
rxn17464_c0,0.0
rxn17464_m0,0.0
rxn17469_d0,0.0
rxn17497_c0,0.0
rxn17499_c0,0.0
rxn17502_c0,0.0
rxn17505_c0,0.0
rxn17519_c0,0.0
rxn17521_c0,0.0
rxn17554_c0,0.0
rxn17615_c0,0.0
rxn17654_c0,0.0
rxn17666_c0,0.0
rxn17707_c0,0.0
rxn17713_c0,0.0
rxn17718_c0,0.0
rxn17726_c0,0.0
rxn17726_d0,0.0
rxn17728_c0,0.0
rxn17728_d0,0.0
rxn17731_m0,1.5989582500000004e-07
rxn17757_c0,0.0
rxn17757_d0,0.0
rxn17758_c0,0.0
rxn17759_x0,0.0
rxn17774_c0,0.0
rxn17803_d0,0.00016789061625
rxn17804_c0,0.0
rxn17804_x0,0.0
rxn17860_w0,0.0
rxn17865_c0,0.0
rxn17947_d0,0.0
rxn17947_r0,0.0
rxn17950_c0,0.0
rxn17953_c0,-9.927163263529284e-05
rxn18162_c0,0.0
rxn18180_c0,0.0
rxn18697_c0,0.0
rxn18697_g0,0.0
rxn18697_v0,0.0
rxn18697_w0,0.0
rxn18698_c0,0.0
rxn18698_g0,0.0
rxn18698_v0,0.0
rxn18698_w0,0.0
rxn18699_c0,0.0
rxn18699_g0,0.0
rxn18699_v0,0.0
rxn18699_w0,0.0
rxn18700_c0,0.0
rxn18700_g0,0.0
rxn18700_v0,0.0
rxn18700_w0,0.0
rxn18701_c0,0.0
rxn18701_g0,0.0
rxn18701_v0,0.0
rxn18701_w0,0.0
rxn18702_c0,0.0
rxn18702_g0,0.0
rxn18702_v0,0.0
rxn18702_w0,0.0
rxn18703_c0,0.0
rxn18703_g0,0.0
rxn18703_v0,0.0
rxn18703_w0,0.0
rxn18704_c0,0.0
rxn18704_g0,0.0
rxn18704_v0,0.0
rxn18704_w0,0.0
rxn18705_c0,0.0
rxn18705_g0,0.0
rxn18705_v0,0.0
rxn18705_w0,0.0
rxn18706_c0,0.0
rxn18706_g0,0.0
rxn18706_v0,0.0
rxn18706_w0,0.0
rxn18707_c0,0.0
rxn18707_g0,0.0
rxn18707_v0,0.0
rxn18707_w0,0.0
