,Name,Mature_leaf_flux,Mature_leaf_vfit
rxn00078_x0,ATP:NADH 2'-phosphotransferase,0.0,
rxn00083_c0,NADPH:NAD+ oxidoreductase,0.0,
rxn00086_c0,glutathione:NADP+ oxidoreductase,0.0,
rxn00086_d0,glutathione:NADP+ oxidoreductase,0.0,
rxn00086_m0,glutathione:NADP+ oxidoreductase,0.0,
rxn00088_c0,NADP+ 2'-phosphohydrolase,0.0,
rxn00092_c0,ADP phosphohydrolase,0.0,
rxn00092_g0,ADP phosphohydrolase,0.0,
rxn00097_c0,ATP:AMP phosphotransferase,0.0,
rxn00097_d0,ATP:AMP phosphotransferase,0.0,
rxn00097_m0,ATP:AMP phosphotransferase,7.010804786030261,
rxn00097_n0,ATP:AMP phosphotransferase,0.0,
rxn00100_c0,ATP:dephospho-CoA 3'-phosphotransferase,9.91674599993275e-07,
rxn00100_x0,ATP:dephospho-CoA 3'-phosphotransferase,0.0,
rxn00101_c0,Urea amidohydrolase,0.7644643609897939,
rxn00102_c0,carbonate hydro-lyase (carbon-dioxide-forming),-0.12055262455385854,
rxn00102_d0,carbonate hydro-lyase (carbon-dioxide-forming),0.0,
rxn00105_c0,ATP:nicotinamide-nucleotide adenylyltransferase,7.291724999999999e-07,
rxn00113_c0,"Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)",0.0,
rxn00114_d0,ATP:carbamate phosphotransferase,0.0,
rxn00116_c0,UDP phosphohydrolase,0.0,
rxn00116_g0,UDP phosphohydrolase,0.0,
rxn00117_c0,ATP:UDP phosphotransferase,35.06468877528726,
rxn00117_d0,ATP:UDP phosphotransferase,3.2999859373875,
rxn00117_m0,ATP:UDP phosphotransferase,0.0,
rxn00117_n0,ATP:UDP phosphotransferase,0.0,
rxn00117_x0,ATP:UDP phosphotransferase,0.0,
rxn00119_c0,ATP:UMP phosphotransferase,0.004833705903432197,
rxn00120_c0,UTP phosphohydrolase,0.0,
rxn00120_g0,UTP phosphohydrolase,0.0,
rxn00121_c0,FAD nucleotidohydrolase,0.0,
rxn00121_d0,FAD nucleotidohydrolase,0.0,
rxn00122_c0,ATP:FMN adenylyltransferase,7.291724999999999e-07,
rxn00122_d0,ATP:FMN adenylyltransferase,0.0,
rxn00123_c0,pyridoxal-5'-phosphate phosphohydrolase,0.0,
rxn00124_c0,ATP:pyridoxal 5'-phosphotransferase,0.0,
rxn00124_d0,ATP:pyridoxal 5'-phosphotransferase,0.0,
rxn00126_c0,ATP:L-methionine S-adenosyltransferase,0.0002854304084250001,
rxn00126_n0,ATP:L-methionine S-adenosyltransferase,0.0,
rxn00127_c0,S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming],0.0,
rxn00128_c0,S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming),0.0,
rxn00130_c0,AMP aminohydrolase,0.004170616406682028,
rxn00134_c0,ATP:adenosine 5'-phosphotransferase,0.00028074182925000627,
rxn00137_c0,"Adenosine 3',5'-bisphosphate 3'-phosphohydrolase",0.0,
rxn00137_d0,"Adenosine 3',5'-bisphosphate 3'-phosphohydrolase",0.000570922275674987,
rxn00137_m0,"Adenosine 3',5'-bisphosphate 3'-phosphohydrolase",0.0,
rxn00138_c0,deamido-NAD+:ammonia ligase (AMP-forming),4.958373011731965e-06,
rxn00139_c0,AMP:diphosphate phospho-D-ribosyltransferase,0.0,
rxn00141_c0,S-Adenosyl-L-homocysteine hydrolase,0.00027855431175000627,
rxn00146_m0,(R)-Lactate:ferricytochrome-c 2-oxidoreductase,4.158014772659979,
rxn00147_c0,"ATP:pyruvate,water phosphotransferase",0.05406559325832472,
rxn00148_c0,ATP:pyruvate 2-O-phosphotransferase,4.4,0.0
rxn00148_d0,ATP:pyruvate 2-O-phosphotransferase,0.7083333329999992,0.0
rxn00149_c0,pyruvaldehyde:NAD+ oxidoreductase,0.0,
rxn00151_d0,"ATP:pyruvate,phosphate phosphotransferase",2.5934891857467,
rxn00153_c0,Phosphoenolpyruvate phosphohydrolase,0.0,
rxn00154_d0,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating),0.708333333,0.0
rxn00154_m0,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating),4.166666667,0.0
rxn00159_m0,(S)-malate:NAD+ oxidoreductase (decarboxylating),-0.05,0.0
rxn00161_c0,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),0.0,
rxn00161_d0,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),87.74428071158229,
rxn00166_c0,D-serine ammonia-lyase,11.901902936829813,
rxn00168_c0,pyruvate carboxy-lyase (acetaldehyde-forming),0.0,
rxn00175_d0,Acetate:CoA ligase (AMP-forming),0.0005568596631749871,
rxn00178_c0,Acetyl-CoA:acetyl-CoA C-acetyltransferase,0.0008306264366250034,
rxn00178_x0,Acetyl-CoA:acetyl-CoA C-acetyltransferase,0.0,
rxn00179_c0,ATP:L-glutamate 5-phosphotransferase,0.0,
rxn00179_d0,ATP:L-glutamate 5-phosphotransferase,0.0,
rxn00182_c0,L-glutamate:NAD+ oxidoreductase (deaminating),0.0,
rxn00182_m0,L-glutamate:NAD+ oxidoreductase (deaminating),0.0,
rxn00183_m0,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase,0.043255874047001416,
rxn00184_c0,L-Glutamate:NADP+ oxidoreductase (deaminating),0.0,
rxn00186_c0,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),0.0,
rxn00187_c0,L-Glutamate:ammonia ligase (ADP-forming),0.0,
rxn00187_d0,L-Glutamate:ammonia ligase (ADP-forming),12.5,0.0
rxn00187_m0,L-Glutamate:ammonia ligase (ADP-forming),0.22625712932843484,
rxn00189_c0,L-Glutamine amidohydrolase,0.43672473437554515,
rxn00190_c0,Deamido-NAD+:L-glutamine amido-ligase (AMP-forming),0.0,
rxn00191_c0,L-Alanine:2-oxoglutarate aminotransferase,0.0,
rxn00191_d0,L-Alanine:2-oxoglutarate aminotransferase,0.0,
rxn00191_m0,L-Alanine:2-oxoglutarate aminotransferase,0.0,
rxn00191_x0,L-Alanine:2-oxoglutarate aminotransferase,-59.07536514439789,
rxn00192_d0,acetyl-CoA:L-glutamate N-acetyltransferase,0.0,
rxn00194_c0,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),0.0,
rxn00205_c0,glutathione:hydrogen-peroxide oxidoreductase,0.0,
rxn00206_c0,superoxide:superoxide oxidoreductase,0.0,
rxn00206_d0,superoxide:superoxide oxidoreductase,0.0,
rxn00206_m0,superoxide:superoxide oxidoreductase,0.0,
rxn00206_x0,superoxide:superoxide oxidoreductase,0.0,
rxn00208_c0,Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating),0.0,
rxn00208_d0,Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating),0.0,
rxn00209_c0,Pyridoxine 5-phosphate:oxygen oxidoreductase,0.0,
rxn00209_d0,Pyridoxine 5-phosphate:oxygen oxidoreductase,0.0,
rxn00211_c0,UDP-glucose:NAD+ 6-oxidoreductase,-30.858864250649763,
rxn00213_c0,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,4.200000000000001,0.0
rxn00213_d0,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,3.3,
rxn00214_c0,UDP-glucose 4-epimerase,0.0,
rxn00215_c0,"UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)",0.0,
rxn00216_c0,ATP:D-glucose 6-phosphotransferase,26.924079769080606,
rxn00216_d0,ATP:D-glucose 6-phosphotransferase,0.0,
rxn00216_m0,ATP:D-glucose 6-phosphotransferase,0.0,
rxn00224_c0,protoheme ferro-lyase (protoporphyrin-forming),0.0,
rxn00224_d0,protoheme ferro-lyase (protoporphyrin-forming),0.0,
rxn00237_c0,ATP:GDP phosphotransferase,0.00029546794705800704,
rxn00237_d0,ATP:GDP phosphotransferase,0.0029166669999991512,
rxn00237_m0,ATP:GDP phosphotransferase,0.0,
rxn00237_n0,ATP:GDP phosphotransferase,0.0,
rxn00237_x0,ATP:GDP phosphotransferase,0.0,
rxn00239_c0,ATP:GMP phosphotransferase,0.002416667,
rxn00241_c0,GTP phosphohydrolase,0.0,
rxn00241_d0,GTP phosphohydrolase,0.0,
rxn00241_g0,GTP phosphohydrolase,0.0,
rxn00241_m0,GTP phosphohydrolase,0.0,
rxn00241_n0,GTP phosphohydrolase,0.0,
rxn00241_r0,GTP phosphohydrolase,0.0,
rxn00241_w0,GTP phosphohydrolase,0.0,
rxn00241_x0,GTP phosphohydrolase,0.0,
rxn00247_c0,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming),0.0,
rxn00247_n0,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming),0.0,
rxn00248_c0,(S)-malate:NAD+ oxidoreductase,0.0,
rxn00248_d0,(S)-malate:NAD+ oxidoreductase,0.0,
rxn00248_m0,(S)-malate:NAD+ oxidoreductase,4.020183372362269,0.0
rxn00248_x0,(S)-malate:NAD+ oxidoreductase,0.14089253624494374,
rxn00249_d0,(S)-malate:NADP+ oxidoreductase,0.0,
rxn00256_m0,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),-4.16,0.0
rxn00256_x0,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),0.0,
rxn00257_c0,"acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]",0.0,
rxn00260_c0,L-Aspartate:2-oxoglutarate aminotransferase,0.0,
rxn00260_d0,L-Aspartate:2-oxoglutarate aminotransferase,-0.05398673846082494,
rxn00260_m0,L-Aspartate:2-oxoglutarate aminotransferase,0.139816627637732,
rxn00260_x0,L-Aspartate:2-oxoglutarate aminotransferase,-0.14089253624494374,
rxn00272_d0,L-Alanine:glyoxylate aminotransferase,-83.7294819768595,
rxn00272_m0,L-Alanine:glyoxylate aminotransferase,7.291724999999999e-07,
rxn00272_x0,L-Alanine:glyoxylate aminotransferase,59.07536514439789,
rxn00275_d0,Glycine:2-oxoglutarate aminotransferase,-11.655227422057141,
rxn00275_m0,Glycine:2-oxoglutarate aminotransferase,7.291724999999999e-07,
rxn00275_x0,Glycine:2-oxoglutarate aminotransferase,-25.0,0.0
rxn00285_m0,Succinate:CoA ligase (ADP-forming),-4.163333333500001,0.003333333499999813
rxn00293_c0,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,0.0,
rxn00299_c0,"GTP 7,8-8,9-dihydrolase",4.375035000000332e-06,
rxn00300_c0,"GTP 7,8-8,9-dihydrolase (diphosphate-forming)",0.0,
rxn00300_d0,"GTP 7,8-8,9-dihydrolase (diphosphate-forming)",1.4583449999999998e-06,
rxn00303_c0,ATP:GTP 3'-diphosphotransferase,0.0,
rxn00303_d0,ATP:GTP 3'-diphosphotransferase,0.0,
rxn00313_d0,"meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)",0.0006676053408,
rxn00322_c0,L-lysine carboxy-lyase (cadaverine-forming),0.0,
rxn00324_c0,glycolate:NADP+ oxidoreductase,0.0,
rxn00324_d0,glycolate:NADP+ oxidoreductase,0.0,
rxn00327_r0,(S)-ureidoglycolate amidohydrolase (decarboxylating),0.0,
rxn00330_c0,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",-87.65016433181772,
rxn00333_d0,Glycolate:oxygen 2-oxidoreductase,0.0,
rxn00333_x0,Glycolate:oxygen 2-oxidoreductase,15.581160737314576,
rxn00337_d0,ATP:L-aspartate 4-phosphotransferase,0.0019962920118750116,0.143420374988125
rxn00338_c0,L-aspartate:oxygen oxidoreductase,4.958373011731965e-06,
rxn00338_d0,L-aspartate:oxygen oxidoreductase,0.0,
rxn00342_c0,L-Asparagine amidohydrolase,0.047943896551200425,
rxn00343_m0,3-Cyano-L-alanine aminohydrolase,0.0,
rxn00350_c0,glutathione gamma-glutamylaminopeptidase,0.0,
rxn00350_v0,glutathione gamma-glutamylaminopeptidase,0.0,
rxn00351_c0,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),0.0,
rxn00351_d0,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),0.0,
rxn00355_c0,UTP:alpha-D-galactose-1-phosphate uridylyltransferase,0.0,
rxn00361_c0,ATP:adenylylsulfate 3'-phosphotransferase,0.0,
rxn00361_d0,ATP:adenylylsulfate 3'-phosphotransferase,0.000570922275674987,
rxn00363_c0,Cytidine-5'-monophosphate phosphohydrolase,0.0,
rxn00364_c0,ATP:CMP phosphotransferase,0.0,
rxn00366_c0,CDP phosphohydrolase,0.0,
rxn00366_g0,CDP phosphohydrolase,0.0,
rxn00371_c0,Formate:NAD+ oxidoreductase,72.52580694434769,
rxn00371_m0,Formate:NAD+ oxidoreductase,0.0,
rxn00377_c0,S-Formylglutathione hydrolase,72.5266966514236,
rxn00379_c0,ATP:sulfate adenylyltransferase,0.0,
rxn00379_d0,ATP:sulfate adenylyltransferase,0.06250000000000044,0.0
rxn00379_n0,ATP:sulfate adenylyltransferase,0.0,
rxn00380_x0,ADP:sulfate adenylyltransferase,0.0,
rxn00381_d0,Adenylylsulfate sulfohydrolase,0.06192907772432546,
rxn00381_x0,Adenylylsulfate sulfohydrolase,0.0,
rxn00383_c0,Sulfite:oxygen oxidoreductase,0.0,
rxn00383_x0,Sulfite:oxygen oxidoreductase,0.0,
rxn00391_c0,riboflavin-5-phosphate phosphohydrolase (acid optimum),0.0,
rxn00391_d0,riboflavin-5-phosphate phosphohydrolase (acid optimum),0.0,
rxn00392_c0,ATP:riboflavin 5'-phosphotransferase,1.4583449999999998e-06,
rxn00392_d0,ATP:riboflavin 5'-phosphotransferase,0.0,
rxn00394_d0,L-Arginine amidinohydrolase,0.0,
rxn00394_m0,L-Arginine amidinohydrolase,0.043255874047001416,
rxn00401_c0,L-Arginine:oxygen 2-oxidoreductase (decarboxylating),0.0,
rxn00401_d0,L-Arginine:oxygen 2-oxidoreductase (decarboxylating),0.0,
rxn00405_c0,L-arginine carboxy-lyase (agmatine-forming),0.0,
rxn00405_d0,L-arginine carboxy-lyase (agmatine-forming),0.0,
rxn00408_c0,CTP phosphohydrolase,0.0,
rxn00408_g0,CTP phosphohydrolase,0.0,
rxn00409_c0,ATP:CDP phosphotransferase,0.0,
rxn00409_d0,ATP:CDP phosphotransferase,0.0,
rxn00409_m0,ATP:CDP phosphotransferase,0.0,
rxn00409_n0,ATP:CDP phosphotransferase,0.0,
rxn00409_x0,ATP:CDP phosphotransferase,0.0,
rxn00412_c0,UTP:L-glutamine amido-ligase (ADP-forming),0.0,
rxn00414_d0,"hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",0.04333333299999875,0.0
rxn00416_c0,L-aspartate:L-glutamine amido-ligase (AMP-forming),0.04833333300000042,0.0
rxn00420_d0,O-phospho-L-serine phosphohydrolase,0.13041666700000132,
rxn00423_c0,acetyl-CoA:L-serine O-acetyltransferase,0.0,
rxn00423_d0,acetyl-CoA:L-serine O-acetyltransferase,0.0005568596631749871,
rxn00423_m0,acetyl-CoA:L-serine O-acetyltransferase,0.0,
rxn00424_x0,L-Serine:glyoxylate aminotransferase,-84.07536514439789,
rxn00425_c0,serine racemase,11.901902936829813,
rxn00433_c0,sarcosine:oxygen oxidoreductase (demethylating),0.0,
rxn00437_c0,ATP:thiamine-diphosphate phosphotransferase,0.0,
rxn00439_c0,Thiamin-triphosphate phosphohydrolase,0.0,
rxn00440_c0,ATP:thiamine diphosphotransferase,7.291724999999999e-07,
rxn00444_c0,L-ascorbate:hydrogen-peroxide oxidoreductase,0.0,
rxn00451_c0,S-Adenosyl-L-methionine:L-methionine S-methyltransferase,0.0,
rxn00452_c0,S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase,0.0,
rxn00454_c0,L-Methionine:glyoxylate aminotransferase,0.0,
rxn00456_c0,L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming),0.0,
rxn00459_c0,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),-4.4,0.0
rxn00459_d0,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),-3.2999999999999994,0.0
rxn00459_n0,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),0.0,
rxn00467_m0,L-Ornithine:2-oxo-acid aminotransferase,0.043255874047001416,
rxn00469_c0,N2-Acetyl-L-ornithine amidohydrolase,0.0,
rxn00474_d0,L-serine hydro-lyase (adding indole; L-tryptophan-forming),0.007916667,0.0
rxn00483_c0,L-Tryptophan:2-oxoglutarate aminotransferase,0.0,
rxn00484_c0,L-Tryptophan decarboxy-lyase,0.0,
rxn00490_d0,L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming),0.0007043014677,
rxn00491_c0,L-phenylalanine:pyruvate aminotransferase,0.0,
rxn00493_c0,L-Phenylalanine:2-oxoglutarate aminotransferase,0.0,
rxn00493_d0,L-Phenylalanine:2-oxoglutarate aminotransferase,0.0,
rxn00493_m0,L-Phenylalanine:2-oxoglutarate aminotransferase,0.0,
rxn00493_x0,L-Phenylalanine:2-oxoglutarate aminotransferase,0.0,
rxn00495_c0,L-phenylalanine ammonia-lyase (trans-cinnamate-forming),0.0006521927175,
rxn00498_c0,farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase,0.0,
rxn00498_r0,farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase,0.0,
rxn00499_c0,(S)-Lactate:NAD+ oxidoreductase,-0.000284377275,
rxn00503_m0,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase,-6.760054079999953e-05,
rxn00506_c0,Acetaldehyde:NAD+ oxidoreductase,0.0,
rxn00506_d0,Acetaldehyde:NAD+ oxidoreductase,0.0,
rxn00506_m0,Acetaldehyde:NAD+ oxidoreductase,0.0,
rxn00508_c0,Succinate-semialdehyde:NAD+ oxidoreductase,0.0,
rxn00508_m0,Succinate-semialdehyde:NAD+ oxidoreductase,0.0,
rxn00510_c0,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)",0.0,
rxn00511_c0,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)",0.0,
rxn00526_d0,L-arogenate:NADP+ oxidoreductase,3.466590232500009e-05,0.021632001097674998
rxn00527_c0,L-tyrosine:2-oxoglutarate aminotransferase,83.7288654760942,
rxn00527_d0,L-tyrosine:2-oxoglutarate aminotransferase,1.6145962500009453e-07,
rxn00527_m0,L-tyrosine:2-oxoglutarate aminotransferase,0.0,
rxn00527_x0,L-tyrosine:2-oxoglutarate aminotransferase,0.0,
rxn00529_c0,L-tyrosine carboxy-lyase (tyramine-forming),0.0,
rxn00533_c0,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),2.1875174999999998e-06,
rxn00533_d0,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),0.018309521475,
rxn00541_c0,L-threonine acetaldehyde-lyase (glycine-forming),-2.1875174999999998e-06,
rxn00543_c0,ethanol:NAD+ oxidoreductase,0.0,
rxn00562_c0,(S)-ureidoglycolate urea-lyase (glyoxylate-forming),0.0,
rxn00571_c0,nitrite:NAD+ oxidoreductase,0.0,
rxn00578_c0,sucrose-6F-phosphate phosphohydrolase,4.2,0.0
rxn00604_c0,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,0.0,
rxn00604_d0,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,0.0,
rxn00605_c0,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,0.0,
rxn00605_m0,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,0.0,
rxn00611_c0,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,0.0,
rxn00611_d0,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,0.0,
rxn00612_d0,sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase,0.0,
rxn00615_c0,ATP:glycerol 3-phosphotransferase,0.0,
rxn00616_m0,sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase,0.0,
rxn00640_c0,GDP:D-mannose-1-phosphate guanylyltransferase,0.0,
rxn00641_c0,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,0.0,
rxn00642_c0,"GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)",0.0,
rxn00643_c0,"GDP-mannose 3,5-epimerase",0.0,
rxn00646_d0,L-glutamate:L-cysteine gamma-ligase (ADP-forming),0.0,
rxn00649_c0,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,0.0,0.02
rxn00649_d0,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,0.0005568596631749871,0.013443140336825013
rxn00649_m0,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,0.0,
rxn00650_c0,L-cysteinylglycine dipeptidase,0.0,
rxn00653_c0,3-aminopropanal:NAD+ oxidoreductase,0.0,
rxn00653_x0,3-aminopropanal:NAD+ oxidoreductase,0.0,
rxn00654_c0,N-Carbamoyl-beta-alanine amidohydrolase,8.283399599993274e-06,
rxn00676_c0,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,0.0,
rxn00686_c0,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",0.0,
rxn00686_m0,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",-4.375034999999899e-06,
rxn00689_c0,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,
rxn00689_d0,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,
rxn00689_m0,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,
rxn00690_c0,Formate:tetrahydrofolate ligase (ADP-forming),0.0,
rxn00692_c0,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase",-72.07619979115577,
rxn00692_d0,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase",0.0,
rxn00692_m0,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase",-0.22625712932843456,0.0
rxn00693_c0,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,-0.02409617464437499,0.0
rxn00693_d0,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,0.00034544547187499383,
rxn00693_x0,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,0.0,
rxn00695_d0,ATP:alpha-D-glucose-1-phosphate adenylyltransferase,4.200000000000001,0.0
rxn00697_c0,ADP-glucose Glucose-1-phosphohydrolase,0.0,
rxn00697_d0,ADP-glucose Glucose-1-phosphohydrolase,4.200000000000001,
rxn00700_c0,GTP:alpha-D-glucose-1-phosphate guanylyltransferase,0.0,
rxn00701_c0,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,0.0,
rxn00704_c0,"alpha-D-Glucose 1-phosphate 1,6-phosphomutase",0.1999999999999993,0.0
rxn00704_d0,"alpha-D-Glucose 1-phosphate 1,6-phosphomutase",0.0,
rxn00708_c0,Uridine 5'-monophosphate phosphohydrolase,0.0,
rxn00709_c0,ATP:uridine 5'-phosphotransferase,0.0,
rxn00709_d0,ATP:uridine 5'-phosphotransferase,0.0,
rxn00710_c0,orotidine-5'-phosphate carboxy-lyase (UMP-forming),0.00484198930303219,
rxn00711_d0,UMP:diphosphate phospho-alpha-D-ribosyltransferase,0.0,
rxn00713_c0,GTP:uridine 5'-phosphotransferase,-8.283399599993274e-06,
rxn00713_d0,GTP:uridine 5'-phosphotransferase,0.0,
rxn00720_d0,"5,6-Dihydrouracil:NADP+ oxidoreductase",-8.283399599993274e-06,
rxn00727_d0,Chorismate pyruvate-lyase (amino-accepting),0.00016690133520000025,
rxn00737_d0,L-threonine ammonia-lyase (2-oxobutanoate-forming),0.0003178233759,
rxn00747_c0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,2.200068729716506,0.0
rxn00747_d0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,1.1256459722715277,0.0
rxn00747_m0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,0.0,
rxn00748_c0,glycerone-phosphate phosphate-lyase (methylglyoxal-forming),0.0,
rxn00751_c0,ATP:choline phosphotransferase,0.0,
rxn00770_c0,ATP:D-ribose-5-phosphate diphosphotransferase,0.004880852113943929,
rxn00770_d0,ATP:D-ribose-5-phosphate diphosphotransferase,0.0013303481010171238,
rxn00775_c0,ADP-ribose ribophosphohydrolase,0.0,
rxn00776_c0,uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming),0.0,
rxn00777_c0,D-ribose-5-phosphate aldose-ketose-isomerase,-0.004881581286443929,
